Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[1128]   0.0    0.00    0.00       9         std::_Function_base::_Base_manager<std::_Bind<void (FLPlayer::*(FLPlayer*))()> >::_M_init_functor(std::_Any_data&, std::_Bind<void (FLPlayer::*(FLPlayer*))()>&&) [1128]
                0.00    0.00       9/27          std::remove_reference<std::_Bind<void (FLPlayer::*(FLPlayer*))()>&>::type&& std::move<std::_Bind<void (FLPlayer::*(FLPlayer*))()>&>(std::_Bind<void (FLPlayer::*(FLPlayer*))()>&) [954]
                0.00    0.00       9/9           std::_Function_base::_Base_manager<std::_Bind<void (FLPlayer::*(FLPlayer*))()> >::_M_init_functor(std::_Any_data&, std::_Bind<void (FLPlayer::*(FLPlayer*))()>&&, std::integral_constant<bool, false>) [1129]
-----------------------------------------------
                0.00    0.00       9/9           std::_Function_base::_Base_manager<std::_Bind<void (FLPlayer::*(FLPlayer*))()> >::_M_init_functor(std::_Any_data&, std::_Bind<void (FLPlayer::*(FLPlayer*))()>&&) [1128]
[1129]   0.0    0.00    0.00       9         std::_Function_base::_Base_manager<std::_Bind<void (FLPlayer::*(FLPlayer*))()> >::_M_init_functor(std::_Any_data&, std::_Bind<void (FLPlayer::*(FLPlayer*))()>&&, std::integral_constant<bool, false>) [1129]
                0.00    0.00       9/27          std::remove_reference<std::_Bind<void (FLPlayer::*(FLPlayer*))()>&>::type&& std::move<std::_Bind<void (FLPlayer::*(FLPlayer*))()>&>(std::_Bind<void (FLPlayer::*(FLPlayer*))()>&) [954]
                0.00    0.00       9/9           std::_Bind<void (FLPlayer::*(FLPlayer*))()>::_Bind(std::_Bind<void (FLPlayer::*(FLPlayer*))()>&&) [1138]
                0.00    0.00       9/2402        std::_Bind<void (FLPlayer::*(FLPlayer*))()>*& std::_Any_data::_M_access<std::_Bind<void (FLPlayer::*(FLPlayer*))()>*>() [420]
-----------------------------------------------
                0.00    0.00       9/9           std::function<void ()>::function<std::_Bind<void (FLPlayer::*(FLPlayer*))()>, void, void>(std::_Bind<void (FLPlayer::*(FLPlayer*))()>) [1154]
[1130]   0.0    0.00    0.00       9         bool std::_Function_base::_Base_manager<std::_Bind<void (FLPlayer::*(FLPlayer*))()> >::_M_not_empty_function<std::_Bind<void (FLPlayer::*(FLPlayer*))()> >(std::_Bind<void (FLPlayer::*(FLPlayer*))()> const&) [1130]
-----------------------------------------------
                0.00    0.00       9/9           std::_Rb_tree<FLKey, std::pair<FLKey const, FLKeyState>, std::_Select1st<std::pair<FLKey const, FLKeyState> >, std::less<FLKey>, std::allocator<std::pair<FLKey const, FLKeyState> > >::_M_put_node(std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> >*) [1144]
[1131]   0.0    0.00    0.00       9         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > >&, std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> >*, unsigned long) [1131]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > >::deallocate(std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> >*, unsigned long) [1106]
-----------------------------------------------
                0.00    0.00       9/9           std::_Rb_tree<FLKey, std::pair<FLKey const, FLKeyState>, std::_Select1st<std::pair<FLKey const, FLKeyState> >, std::less<FLKey>, std::allocator<std::pair<FLKey const, FLKeyState> > >::_M_destroy_node(std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> >*) [1147]
[1132]   0.0    0.00    0.00       9         void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > > >::destroy<std::pair<FLKey const, FLKeyState> >(std::allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > >&, std::pair<FLKey const, FLKeyState>*) [1132]
                0.00    0.00       9/9           void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > >::destroy<std::pair<FLKey const, FLKeyState> >(std::pair<FLKey const, FLKeyState>*) [1107]
-----------------------------------------------
                0.00    0.00       9/9           std::_Rb_tree<FLKey, std::pair<FLKey const, FLKeyState>, std::_Select1st<std::pair<FLKey const, FLKeyState> >, std::less<FLKey>, std::allocator<std::pair<FLKey const, FLKeyState> > >::_M_get_node() [1143]
[1133]   0.0    0.00    0.00       9         std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > >&, unsigned long) [1133]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > >::allocate(unsigned long, void const*) [1108]
-----------------------------------------------
                0.00    0.00       9/9           std::map<FLKey, FLKeyState, std::less<FLKey>, std::allocator<std::pair<FLKey const, FLKeyState> > >::operator[](FLKey&&) [134]
[1134]   0.0    0.00    0.00       9         std::_Rb_tree_const_iterator<std::pair<FLKey const, FLKeyState> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<FLKey const, FLKeyState> > const&) [1134]
-----------------------------------------------
                0.00    0.00       9/9           void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > >::construct<std::pair<FLKey const, FLKeyState>, std::piecewise_construct_t const&, std::tuple<FLKey&&>, std::tuple<> >(std::pair<FLKey const, FLKeyState>*, std::piecewise_construct_t const&, std::tuple<FLKey&&>&&, std::tuple<>&&) [150]
[1135]   0.0    0.00    0.00       9         std::pair<FLKey const, FLKeyState>::pair<FLKey&&>(std::piecewise_construct_t, std::tuple<FLKey&&>, std::tuple<>) [1135]
                0.00    0.00       9/9           std::pair<FLKey const, FLKeyState>::pair<FLKey&&, 0ul>(std::tuple<FLKey&&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [1136]
-----------------------------------------------
                0.00    0.00       9/9           std::pair<FLKey const, FLKeyState>::pair<FLKey&&>(std::piecewise_construct_t, std::tuple<FLKey&&>, std::tuple<>) [1135]
[1136]   0.0    0.00    0.00       9         std::pair<FLKey const, FLKeyState>::pair<FLKey&&, 0ul>(std::tuple<FLKey&&>&, std::tuple<>&, std::_Index_tuple<0ul>, std::_Index_tuple<>) [1136]
                0.00    0.00       9/9           std::tuple_element<0ul, std::tuple<FLKey&&> >::type& std::get<0ul, FLKey&&>(std::tuple<FLKey&&>&) [1157]
                0.00    0.00       9/18          FLKey&& std::forward<FLKey&&>(std::remove_reference<FLKey&&>::type&) [993]
-----------------------------------------------
                0.00    0.00       9/9           std::_Bind_helper<std::__or_<std::is_integral<std::decay<void (FLPlayer::*)()>::type>, std::is_enum<std::decay<void (FLPlayer::*)()>::type> >::value, void (FLPlayer::*)(), FLPlayer*>::type std::bind<void (FLPlayer::*)(), FLPlayer*>(void (FLPlayer::*&&)(), FLPlayer*&&) [1158]
[1137]   0.0    0.00    0.00       9         std::_Bind<void (FLPlayer::*(FLPlayer*))()>::_Bind<FLPlayer*>(void (FLPlayer::*&&)(), FLPlayer*&&) [1137]
                0.00    0.00       9/18          std::remove_reference<void (FLPlayer::*&)()>::type&& std::move<void (FLPlayer::*&)()>(void (FLPlayer::*&)()) [991]
                0.00    0.00       9/63          FLPlayer*&& std::forward<FLPlayer*>(std::remove_reference<FLPlayer*>::type&) [817]
                0.00    0.00       9/9           std::tuple<FLPlayer*>::tuple<FLPlayer*, true>(FLPlayer*&&) [1142]
-----------------------------------------------
                0.00    0.00       9/9           std::_Function_base::_Base_manager<std::_Bind<void (FLPlayer::*(FLPlayer*))()> >::_M_init_functor(std::_Any_data&, std::_Bind<void (FLPlayer::*(FLPlayer*))()>&&, std::integral_constant<bool, false>) [1129]
[1138]   0.0    0.00    0.00       9         std::_Bind<void (FLPlayer::*(FLPlayer*))()>::_Bind(std::_Bind<void (FLPlayer::*(FLPlayer*))()>&&) [1138]
                0.00    0.00       9/18          std::remove_reference<void (FLPlayer::*&)()>::type&& std::move<void (FLPlayer::*&)()>(void (FLPlayer::*&)()) [991]
                0.00    0.00       9/9           std::remove_reference<std::tuple<FLPlayer*>&>::type&& std::move<std::tuple<FLPlayer*>&>(std::tuple<FLPlayer*>&) [1160]
                0.00    0.00       9/9           std::tuple<FLPlayer*>::tuple(std::tuple<FLPlayer*>&&) [1141]
-----------------------------------------------
                0.00    0.00       9/9           void __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > >::construct<std::pair<FLKey const, FLKeyState>, std::piecewise_construct_t const&, std::tuple<FLKey&&>, std::tuple<> >(std::pair<FLKey const, FLKeyState>*, std::piecewise_construct_t const&, std::tuple<FLKey&&>&&, std::tuple<>&&) [150]
[1139]   0.0    0.00    0.00       9         std::tuple<FLKey&&>::tuple(std::tuple<FLKey&&>&&) [1139]
                0.00    0.00       9/9           std::_Tuple_impl<0ul, FLKey&&>::_Tuple_impl(std::_Tuple_impl<0ul, FLKey&&>&&) [1123]
-----------------------------------------------
                0.00    0.00       9/9           std::tuple<FLKey&&> std::forward_as_tuple<FLKey>(FLKey&&) [1156]
[1140]   0.0    0.00    0.00       9         std::tuple<FLKey&&>::tuple<FLKey, true>(FLKey&&) [1140]
                0.00    0.00       9/8109        FLKey&& std::forward<FLKey>(std::remove_reference<FLKey>::type&) [351]
                0.00    0.00       9/9           std::_Tuple_impl<0ul, FLKey&&>::_Tuple_impl<FLKey>(FLKey&&) [1122]
-----------------------------------------------
                0.00    0.00       9/9           std::_Bind<void (FLPlayer::*(FLPlayer*))()>::_Bind(std::_Bind<void (FLPlayer::*(FLPlayer*))()>&&) [1138]
[1141]   0.0    0.00    0.00       9         std::tuple<FLPlayer*>::tuple(std::tuple<FLPlayer*>&&) [1141]
                0.00    0.00       9/9           std::_Tuple_impl<0ul, FLPlayer*>::_Tuple_impl(std::_Tuple_impl<0ul, FLPlayer*>&&) [1125]
-----------------------------------------------
                0.00    0.00       9/9           std::_Bind<void (FLPlayer::*(FLPlayer*))()>::_Bind<FLPlayer*>(void (FLPlayer::*&&)(), FLPlayer*&&) [1137]
[1142]   0.0    0.00    0.00       9         std::tuple<FLPlayer*>::tuple<FLPlayer*, true>(FLPlayer*&&) [1142]
                0.00    0.00       9/9           std::_Tuple_impl<0ul, FLPlayer*>::_Tuple_impl<FLPlayer*>(FLPlayer*&&) [1124]
                0.00    0.00       9/63          FLPlayer*&& std::forward<FLPlayer*>(std::remove_reference<FLPlayer*>::type&) [817]
-----------------------------------------------
                0.00    0.00       9/9           std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> >* std::_Rb_tree<FLKey, std::pair<FLKey const, FLKeyState>, std::_Select1st<std::pair<FLKey const, FLKeyState> >, std::less<FLKey>, std::allocator<std::pair<FLKey const, FLKeyState> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<FLKey&&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<FLKey&&>&&, std::tuple<>&&) [135]
[1143]   0.0    0.00    0.00       9         std::_Rb_tree<FLKey, std::pair<FLKey const, FLKeyState>, std::_Select1st<std::pair<FLKey const, FLKeyState> >, std::less<FLKey>, std::allocator<std::pair<FLKey const, FLKeyState> > >::_M_get_node() [1143]
                0.00    0.00       9/36          std::_Rb_tree<FLKey, std::pair<FLKey const, FLKeyState>, std::_Select1st<std::pair<FLKey const, FLKeyState> >, std::less<FLKey>, std::allocator<std::pair<FLKey const, FLKeyState> > >::_M_get_Node_allocator() [863]
                0.00    0.00       9/9           std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > > >::allocate(std::allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > >&, unsigned long) [1133]
-----------------------------------------------
                0.00    0.00       9/9           std::_Rb_tree<FLKey, std::pair<FLKey const, FLKeyState>, std::_Select1st<std::pair<FLKey const, FLKeyState> >, std::less<FLKey>, std::allocator<std::pair<FLKey const, FLKeyState> > >::_M_drop_node(std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> >*) [1145]
[1144]   0.0    0.00    0.00       9         std::_Rb_tree<FLKey, std::pair<FLKey const, FLKeyState>, std::_Select1st<std::pair<FLKey const, FLKeyState> >, std::less<FLKey>, std::allocator<std::pair<FLKey const, FLKeyState> > >::_M_put_node(std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> >*) [1144]
                0.00    0.00       9/36          std::_Rb_tree<FLKey, std::pair<FLKey const, FLKeyState>, std::_Select1st<std::pair<FLKey const, FLKeyState> >, std::less<FLKey>, std::allocator<std::pair<FLKey const, FLKeyState> > >::_M_get_Node_allocator() [863]
                0.00    0.00       9/9           std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> > >&, std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> >*, unsigned long) [1131]
-----------------------------------------------
                0.00    0.00       9/9           std::_Rb_tree<FLKey, std::pair<FLKey const, FLKeyState>, std::_Select1st<std::pair<FLKey const, FLKeyState> >, std::less<FLKey>, std::allocator<std::pair<FLKey const, FLKeyState> > >::_M_erase(std::_Rb_tree_node<std::pair<FLKey const, FLKeyState> >*) [1776]
